Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,890.1942350328675
FDU32,OUT049,2001.46682294807
FDY27,OUT049,2944.6204611805947
NCP54,OUT013,2016.6676992245673
NCZ41,OUT049,2018.5138612023736
DRL49,OUT013,2166.4208936475616
FDI05,OUT018,1335.5013674984584
FDY56,OUT045,3776.6122605895757
DRC13,OUT013,2024.8465169447961
NCV29,OUT017,2951.07098345243
FDR24,OUT049,1444.2264549647816
FDZ34,OUT018,3099.2656850525054
FDP37,OUT035,2018.5138612023736
FDX08,OUT027,4660.718430299694
FDS57,OUT045,2089.858303479276
NCG18,OUT049,1566.809607500938
FDK25,OUT018,2724.8224276801006
FDH53,OUT049,1412.6160322215158
DRI59,OUT018,3583.994012824539
FDA52,OUT046,2903.215308704933
FDT20,OUT010,241.73950395754167
FDE36,OUT019,404.44693718727666
FDI24,OUT017,2893.7209976808326
FDB28,OUT018,3160.187611657078
FDV11,OUT017,2903.215308704933
FDP01,OUT046,2534.413481768387
FDD34,OUT027,4580.723942595836
FDJ50,OUT027,921.54745167477
FDZ44,OUT013,1979.0576623353688
DRO59,OUT035,1225.1944614951299
DRB48,OUT045,655.493621681964
FDR21,OUT018,2891.794886147391
NCE42,OUT010,551.9402956456705
FDO23,OUT046,1506.5055853498893
NCE30,OUT018,3390.0265354578487
FDQ22,OUT035,642.1277549446361
FDY01,OUT045,1933.86447577325
FDS08,OUT017,2903.215308704933
FDG28,OUT018,4092.838603926734
FDQ51,OUT018,669.5436656598415
FDB05,OUT017,4120.005151251799
FDO56,OUT049,1936.3399143519398
FDE02,OUT018,1484.4224670840279
FDN45,OUT017,3565.4727789529916
FDS09,OUT013,810.6869816122894
NCA54,OUT018,3053.6993138319103
FDP09,OUT010,551.9402956456705
FDC53,OUT045,1535.5549798381835
NCM55,OUT017,3097.4996788451363
FDL09,OUT018,2724.8224276801006
FDA11,OUT019,246.97644784899464
FDA50,OUT045,1514.0557891724613
FDC23,OUT017,2951.07098345243
FDE22,OUT049,2580.9396249597025
FDD23,OUT046,3097.4996788451363
NCA29,OUT049,2868.9607041712716
FDK38,OUT046,2492.947863126875
DRC13,OUT046,2001.46682294807
NCP43,OUT049,2951.07098345243
FDX28,OUT049,1533.5121056097641
FDF08,OUT049,1448.9355989037451
FDZ33,OUT046,2495.496333789276
FDD10,OUT049,2944.6204611805947
FDO58,OUT017,2604.4928094599136
FDI50,OUT017,3932.396453450968
FDO58,OUT045,2610.205820077839
FDX08,OUT013,3054.766290357133
NCK17,OUT010,245.4189158961804
FDF39,OUT035,4228.04234629935
FDU45,OUT010,267.0027064023332
NCJ18,OUT018,1944.5903368014522
DRC27,OUT019,551.9402956456705
DRC25,OUT035,1433.3895872721928
FDU59,OUT035,2589.6263559496983
FDU28,OUT035,3101.191796585948
NCP30,OUT046,712.9151483596647
FDB39,OUT018,908.287320909309
FDE41,OUT013,1515.7914923916862
DRH11,OUT010,338.2717338918452
FDA58,OUT045,3975.0376524591347
FDU50,OUT046,1933.86447577325
FDM34,OUT013,2065.7743350638793
FDM44,OUT027,2892.6100569077116
FDR39,OUT045,3092.5322422225413
FDM25,OUT045,2893.7209976808326
FDQ49,OUT049,2542.8686879649044
DRH25,OUT018,881.8852577354987
FDM09,OUT027,4646.072995442101
FDL44,OUT019,401.18700232671176
NCR42,OUT018,622.1976733533719
DRL59,OUT046,953.4379605964133
FDX43,OUT013,2716.0421909585984
DRK47,OUT010,551.9402956456705
FDU48,OUT018,2062.726454864729
FDY12,OUT045,694.6405580375452
NCN43,OUT018,2004.4274764306056
NCM55,OUT018,3090.6061306890992
FDQ21,OUT027,2927.439532559589
FDX13,OUT035,4207.177207760903
NCK30,OUT027,5478.089949449575
FDG20,OUT049,2893.7209976808326
DRG27,OUT017,636.7407259947108
FDY14,OUT018,4157.000770447465
FDP59,OUT035,1566.809607500938
FDU60,OUT017,2724.8224276801006
NCC18,OUT019,408.5855415524361
DRJ39,OUT017,3488.6425432359597
FDS07,OUT049,1931.2611118871623
FDM08,OUT027,5470.970811322239
FDP51,OUT045,1994.541311732793
FDU16,OUT035,1421.8597281588354
FDH12,OUT013,1597.5875651443725
DRE48,OUT010,551.9402956456705
NCL42,OUT027,5478.089949449575
FDR21,OUT045,2903.215308704933
NCW29,OUT035,2062.726454864729
FDO11,OUT013,4216.517177101924
NCM31,OUT049,2089.858303479276
FDV35,OUT019,383.3422018033982
FDF58,OUT017,982.5110495269894
NCE43,OUT049,2724.8224276801006
FDA02,OUT035,2333.409842694464
DRL37,OUT010,253.53588603427553
FDR24,OUT018,1472.0714893017084
FDW59,OUT049,1421.3049304644778
FDS22,OUT049,703.5280017384744
FDW24,OUT017,696.956053331248
FDU24,OUT035,1514.0557891724613
FDA21,OUT027,5367.102123313212
FDH58,OUT027,2916.55092262972
FDW36,OUT018,1571.3450238873097
FDI45,OUT027,4646.072995442101
FDU01,OUT018,3092.6858763920195
FDF35,OUT027,2897.1312683741235
FDU43,OUT019,551.9402956456705
FDE24,OUT019,333.722191222771
FDK50,OUT049,2604.4928094599136
FDG31,OUT045,1063.8694142878442
FDC60,OUT045,1458.539406032214
FDL36,OUT013,1525.3510490282476
FDP21,OUT013,3099.2656850525054
FDW16,OUT045,1458.539406032214
FDX02,OUT017,3661.2910430780635
FDQ58,OUT027,4330.471124276166
FDT51,OUT046,1677.4822012758686
FDD59,OUT049,1376.6545366247954
NCM42,OUT018,1598.3725347317877
FDA57,OUT018,628.7391135954335
FDZ48,OUT035,1706.4177088712092
FDE46,OUT045,2509.217653597835
NCZ30,OUT019,269.215873916844
FDB56,OUT017,3097.4996788451363
FDA25,OUT027,2892.6100569077116
FDD20,OUT013,2024.8465169447961
FDL25,OUT013,1533.281147131337
NCO18,OUT049,2903.215308704933
FDJ45,OUT017,636.7813196559016
FDR12,OUT035,2754.3158743932036
NCF19,OUT010,256.46582459474826
FDK25,OUT046,2675.1156607972093
NCR17,OUT046,1933.86447577325
FDC52,OUT046,2500.9959749385675
NCA54,OUT017,3053.5102060477525
FDR45,OUT010,551.9402956456705
NCM19,OUT049,1931.2611118871623
FDF39,OUT027,5478.089949449575
FDX23,OUT049,1518.1190574561988
FDD58,OUT027,2868.345904104996
FDX28,OUT013,1562.7958431309255
NCD31,OUT013,2607.6750053027363
FDU57,OUT018,2497.799301077231
FDI27,OUT046,759.5774469150894
NCM42,OUT046,1587.4501813819315
FDD32,OUT027,2399.741582740324
FDI34,OUT013,3837.403629308929
NCM29,OUT049,2053.534112269918
FDG46,OUT018,1851.8989815623397
DRC01,OUT010,257.22215045831206
FDB15,OUT027,5471.362603549637
NCA17,OUT027,4144.579537944512
FDF10,OUT046,2492.947863126875
FDR26,OUT027,4660.718430299694
FDI02,OUT049,1706.4177088712092
NCM54,OUT010,269.9738957382492
FDF14,OUT013,2508.6725699609196
FDJ33,OUT010,269.215873916844
FDM20,OUT035,4122.239885469353
FDC03,OUT027,5459.330338499909
NCX05,OUT046,1941.6117485669183
NCM41,OUT027,2681.187075552184
NCU29,OUT010,368.4683172064459
FDQ59,OUT017,1425.4096824855085
FDH46,OUT010,258.1772158343297
FDH09,OUT013,814.4423116652212
NCD06,OUT045,697.0736801110476
FDC15,OUT035,2542.8686879649044
DRD37,OUT027,788.2113575037397
FDT28,OUT027,4144.579537944512
FDR28,OUT027,4592.476471589407
FDT38,OUT017,1435.385061815694
FDV34,OUT027,1664.0666596551225
FDY52,OUT035,1040.303872775606
FDB34,OUT013,1513.8156246475885
DRL23,OUT018,1575.963777297324
DRB24,OUT046,2537.1375340604923
FDJ50,OUT046,962.358025890259
FDQ49,OUT035,2537.1375340604923
FDP20,OUT035,2009.8786255620673
FDV19,OUT027,4530.745451227354
NCR54,OUT045,3110.4232721568337
FDO09,OUT010,551.9402956456705
FDS57,OUT018,2135.596679154896
FDN10,OUT049,1941.6117485669183
FDV23,OUT049,2015.8315412830952
FDY28,OUT049,3392.2596879796515
DRG51,OUT013,2607.6750053027363
FDD45,OUT019,246.97644784899464
NCL18,OUT027,5459.330338499909
NCM29,OUT013,2072.0810713896717
FDF17,OUT027,5459.330338499909
FDE22,OUT017,2601.9717073205193
FDQ22,OUT017,640.9876493286837
FDS01,OUT013,2952.327067761811
FDW35,OUT027,755.6345196776831
FDJ33,OUT046,2009.8786255620673
NCF54,OUT035,2858.7617446571135
FDE09,OUT013,1615.141150585084
NCE06,OUT045,2601.9717073205193
DRH49,OUT049,1411.0484340090482
FDY43,OUT045,2754.3158743932036
NCT05,OUT017,4213.85638768868
FDZ34,OUT045,3101.191796585948
FDL38,OUT017,1438.71519378477
FDZ31,OUT017,3101.191796585948
FDR14,OUT035,912.3476068598499
NCN54,OUT049,1373.4188716064998
NCC42,OUT027,2991.9456733913
FDK08,OUT017,1537.6483631957933
FDP59,OUT013,1589.7319555686927
FDV22,OUT035,2577.8151989901894
FDD33,OUT035,3913.0604527089936
DRE60,OUT027,5462.261029315192
FDK52,OUT046,3768.5123126627063
FDA02,OUT017,2492.947863126875
FDM56,OUT049,1598.3725347317877
FDE57,OUT035,2089.858303479276
FDM32,OUT045,1445.2494952398756
NCQ30,OUT027,2918.9344996401715
FDQ27,OUT027,2892.6100569077116
FDT60,OUT027,2927.439532559589
FDU43,OUT049,4073.3465689678474
NCO55,OUT035,1583.819386873004
FDG02,OUT045,3101.191796585948
FDJ28,OUT013,3099.2656850525054
FDP40,OUT045,1704.0349188291889
FDJ38,OUT045,3101.191796585948
NCC54,OUT017,4019.399093663679
NCZ41,OUT046,2015.8315412830952
FDK38,OUT019,369.00342359353886
FDU52,OUT013,2546.050883807727
FDC40,OUT046,1346.517548411251
NCR30,OUT017,1177.2785264949753
NCN18,OUT017,1704.0349188291889
FDB50,OUT035,1370.3138033960377
FDG04,OUT013,3095.5735673116938
FDR26,OUT035,2903.215308704933
NCT17,OUT018,3095.5735673116938
FDX35,OUT027,5468.988375215131
FDS12,OUT046,2044.7679327358198
NCZ29,OUT027,2927.439532559589
FDB38,OUT010,403.2973627148429
FDP12,OUT013,756.5394190817907
FDP22,OUT046,870.548047144272
FDS26,OUT018,4116.59105456941
FDR52,OUT046,3101.191796585948
DRJ13,OUT046,2595.0011705403194
FDU48,OUT027,2950.6847185765864
FDE29,OUT035,961.6472976792274
NCT29,OUT049,2001.46682294807
DRK37,OUT018,3099.2656850525054
FDK55,OUT046,1479.7665549485737
FDR07,OUT046,1523.2528989410584
FDO21,OUT027,5470.970811322239
FDK46,OUT049,4207.950446291053
FDB12,OUT045,1575.963777297324
FDT31,OUT027,5443.901703226655
FDJ33,OUT045,2009.8786255620673
FDC26,OUT027,2897.1312683741235
NCQ02,OUT045,3097.4996788451363
FDP08,OUT010,550.9166414423299
FDB11,OUT027,5470.970811322239
FDV55,OUT013,2503.8211320105634
FDW20,OUT049,2001.46682294807
NCJ18,OUT019,269.215873916844
FDC41,OUT018,1238.0558573847002
FDE14,OUT027,2892.6100569077116
FDG35,OUT013,2894.9770819902133
FDF45,OUT035,915.4903799354756
FDS19,OUT027,2180.526317619252
FDS58,OUT019,398.48302952563847
FDA26,OUT017,3522.652556549328
FDM32,OUT049,1440.7606139733066
FDL45,OUT046,2018.5138612023736
FDZ55,OUT049,2589.6263559496983
FDY37,OUT049,2089.858303479276
FDO46,OUT046,3101.191796585948
FDQ60,OUT046,1992.3538168181421
FDA19,OUT018,2055.9571952108827
FDL15,OUT046,2537.1375340604923
FDM10,OUT018,3392.358859260671
NCL05,OUT017,654.4488208545661
DRK49,OUT010,247.71609231974705
NCE18,OUT027,5478.089949449575
FDG40,OUT049,673.8989545939803
DRI59,OUT045,3558.9960808529477
FDK28,OUT035,4202.090631438982
NCD06,OUT019,262.50424745910345
FDO11,OUT019,551.9402956456705
FDK27,OUT046,1992.3538168181421
FDT43,OUT027,793.6235757308683
FDD38,OUT018,1564.4640448665255
FDA16,OUT049,3526.12436386836
FDL14,OUT027,4330.471124276166
NCM17,OUT049,694.6724831692284
FDD20,OUT045,2009.8786255620673
FDA40,OUT045,1445.2494952398756
FDL43,OUT045,1372.681940798761
FDV15,OUT045,1566.809607500938
FDE52,OUT046,1482.090035283433
NCL17,OUT010,318.0993284641403
NCJ31,OUT045,4019.216988611699
FDR60,OUT045,1373.4455567801433
NCA18,OUT035,1933.86447577325
FDS21,OUT027,1213.629269194097
FDW09,OUT035,1369.5501874146553
FDL26,OUT035,2537.1375340604923
FDS47,OUT018,1456.6163792211094
FDC39,OUT046,3339.490560982828
FDT51,OUT035,1677.4822012758686
FDK40,OUT035,4226.336654911833
NCG19,OUT045,3965.33517771076
FDZ07,OUT046,1079.268647301739
FDF08,OUT027,2560.751416286997
FDO04,OUT013,1011.0173203310627
FDK41,OUT018,1436.7765664667427
FDP15,OUT049,4132.600799298238
NCD43,OUT018,1575.963777297324
NCP18,OUT013,2506.369602672965
FDZ51,OUT046,1506.5055853498893
DRH13,OUT035,1590.4871553455118
FDF38,OUT045,656.4208261098835
NCI43,OUT045,705.2990505169913
FDM38,OUT027,1020.4374144950484
FDS03,OUT013,1197.6853085790963
DRJ47,OUT017,2853.3990573432698
FDT50,OUT010,247.11858077440777
FDV02,OUT046,2868.9607041712716
NCG18,OUT017,1571.3450238873097
FDW52,OUT046,2604.4928094599136
FDS40,OUT035,642.1277549446361
FDN31,OUT017,3101.191796585948
FDA37,OUT045,2004.4274764306056
FDA15,OUT046,4200.841764214458
FDL39,OUT046,3053.5102060477525
FDJ53,OUT045,2001.46682294807
FDX22,OUT013,3436.585792143574
NCZ42,OUT045,4083.212109971274
FDD56,OUT027,4646.072995442101
FDD40,OUT017,3108.653109323529
FDS50,OUT013,3558.038311902654
NCN14,OUT013,3092.6858763920195
FDT15,OUT013,3090.6061306890992
NCS18,OUT027,2897.1312683741235
NCO26,OUT010,267.0027064023332
FDF58,OUT018,981.549232871152
NCB19,OUT013,1515.7914923916862
FDH26,OUT017,2089.858303479276
DRB24,OUT027,4285.998613756327
FDA49,OUT018,1446.751945796928
FDB32,OUT045,1515.4656608063774
FDI36,OUT017,3115.803857744302
NCA17,OUT010,369.00342359353886
FDH22,OUT013,2024.8465169447961
NCM26,OUT018,2523.422331670197
FDT15,OUT027,5053.610778358161
FDB16,OUT018,1447.151599545963
NCP54,OUT027,2927.439532559589
FDJ36,OUT013,1580.5777857723067
FDO28,OUT045,1992.3538168181421
FDU09,OUT013,1012.797292731432
FDF29,OUT017,2050.39065266572
FDY08,OUT013,2098.983565031256
DRJ59,OUT018,622.1976733533719
FDT23,OUT027,2238.1568117431657
FDU15,OUT018,622.1976733533719
FDT47,OUT013,1544.4407231330583
FDI53,OUT019,404.44693718727666
FDR59,OUT018,4176.610401248139
FDD53,OUT035,649.2179345400926
FDY51,OUT017,3520.0502960107315
FDT04,OUT049,663.0237079861196
FDU51,OUT049,2903.215308704933
FDG14,OUT035,2500.9959749385675
NCU06,OUT045,3916.413848921324
DRG25,OUT046,3097.4996788451363
DRH49,OUT035,1423.4142079420076
FDN15,OUT035,2080.945464841446
FDL43,OUT018,1291.5471757517805
NCT18,OUT049,3092.5322422225413
NCB31,OUT013,4143.754912814961
FDK57,OUT035,1983.8393336681186
FDY04,OUT019,404.44693718727666
NCP54,OUT046,2001.46682294807
FDF41,OUT013,4032.2486840991464
FDM01,OUT045,1566.809607500938
FDW03,OUT045,1575.963777297324
FDF28,OUT045,2004.4274764306056
FDY37,OUT017,2089.858303479276
FDQ03,OUT017,3996.1583259357344
FDP51,OUT027,2918.9344996401715
FDJ40,OUT017,1677.4822012758686
FDC32,OUT049,1494.689543317377
DRI49,OUT027,2400.505198721706
NCW54,OUT017,917.571972643155
FDF09,OUT017,640.9876493286837
FDP45,OUT018,4184.958296759255
DRJ23,OUT018,3095.5735673116938
FDS59,OUT017,1677.4822012758686
FDY08,OUT046,2080.945464841446
FDX16,OUT049,2492.947863126875
FDY16,OUT018,3092.6858763920195
FDK32,OUT035,2523.422331670197
FDQ22,OUT013,763.8064622058129
NCC31,OUT018,2542.8686879649044
FDG58,OUT049,2527.2825415650664
DRF48,OUT013,3099.2656850525054
DRH36,OUT049,1170.45312566306
NCR30,OUT035,1214.479502343159
FDB03,OUT019,551.9402956456705
FDZ28,OUT027,2927.439532559589
FDR35,OUT017,3119.471211555321
DRD15,OUT027,5478.089949449575
FDJ33,OUT019,269.9738957382492
FDA56,OUT010,268.2443775374423
FDP56,OUT046,761.2624061687944
NCT30,OUT046,759.069036964611
FDK15,OUT017,1546.8327922936096
FDH44,OUT018,2492.947863126875
FDV01,OUT013,2543.7334919247237
DRG03,OUT017,2509.217653597835
FDG50,OUT027,2560.751416286997
FDR16,OUT010,551.9402956456705
FDZ60,OUT046,1587.4501813819315
DRG03,OUT045,2537.1375340604923
FDS56,OUT018,4199.277010607097
FDU33,OUT045,693.4206322772048
DRD27,OUT035,1535.5549798381835
FDW22,OUT046,3598.1983019671798
DRA24,OUT045,2604.4928094599136
FDF38,OUT049,676.0224834545751
FDX48,OUT013,2541.7217945632656
FDS58,OUT018,2592.150572103054
FDC32,OUT046,1504.9556003334876
NCQ29,OUT045,4143.229375253065
DRK39,OUT018,1437.4046691440951
NCS38,OUT017,1933.86447577325
DRO47,OUT013,1719.231506826409
DRG27,OUT027,739.5792048559018
FDC57,OUT027,5459.330338499909
FDS55,OUT046,2492.947863126875
NCJ06,OUT018,1992.3538168181421
FDO01,OUT019,269.9738957382492
NCM55,OUT045,3094.6119879254616
FDC52,OUT049,2506.3855094362357
FDQ15,OUT045,1397.6311543002191
NCT30,OUT027,792.4020855411613
NCR42,OUT027,745.9614515935978
FDD28,OUT035,918.5171071280284
FDQ34,OUT049,1575.963777297324
FDZ12,OUT027,3069.7533032870438
DRE13,OUT019,191.17407780770554
NCN07,OUT019,273.5225892872745
FDM28,OUT035,3036.5657886242475
FDI10,OUT017,2853.3990573432698
FDQ25,OUT013,2763.266181966417
FDA38,OUT010,551.9402956456705
DRI13,OUT049,3480.646126538683
FDY20,OUT027,2615.7719164514965
NCZ53,OUT035,3097.4996788451363
NCM31,OUT013,2343.3547652194043
DRB01,OUT017,3101.191796585948
DRF37,OUT046,4158.492080372098
NCF42,OUT049,2903.215308704933
FDF16,OUT018,2495.496333789276
FDB41,OUT013,798.3678567309048
FDR34,OUT013,3827.2108363181533
FDR15,OUT018,2542.8686879649044
NCV42,OUT019,267.0027064023332
FDW51,OUT035,3397.0406742864698
FDU36,OUT017,1520.1619316846184
FDX60,OUT049,1413.3796482028981
FDY03,OUT035,1929.224463039863
FDW55,OUT045,4149.404553895526
FDT01,OUT010,551.9402956456705
FDG58,OUT013,2543.7334919247237
FDK21,OUT017,4200.985415901967
NCS41,OUT019,416.52809297718085
FDS10,OUT045,3067.1336139283308
NCT53,OUT046,2604.4928094599136
FDJ28,OUT018,3099.2656850525054
FDX44,OUT045,1441.7836542484008
FDT20,OUT018,622.1976733533719
FDO44,OUT017,1598.3725347317877
NCX17,OUT049,3951.6200651977288
FDY01,OUT017,1936.3399143519398
FDJ12,OUT027,5470.970811322239
DRK35,OUT018,618.4981892017018
FDD47,OUT019,407.0926962634843
NCM53,OUT035,1583.819386873004
FDO45,OUT013,1517.3447995511078
NCM42,OUT010,265.4847236042403
FDE04,OUT046,2951.07098345243
NCI30,OUT027,5478.089949449575
FDZ19,OUT013,2894.9770819902133
FDW57,OUT013,2904.4713930143134
FDA25,OUT013,1580.5777857723067
FDT22,OUT046,979.2956206906009
FDP51,OUT013,1992.368100524132
FDD48,OUT027,2916.55092262972
FDY39,OUT035,3092.5322422225413
FDO48,OUT010,551.9402956456705
FDD23,OUT027,5367.102123313212
DRN35,OUT027,742.2619674419277
FDT01,OUT035,3397.0406742864698
FDC20,OUT010,321.6209450807178
DRJ35,OUT035,1005.4371510481163
FDB32,OUT046,1512.7491122060642
FDL24,OUT046,2868.9607041712716
NCV42,OUT035,1808.6721175102603
FDZ46,OUT046,1600.4825553562305
FDC15,OUT013,2546.050883807727
FDD08,OUT019,262.6753032070158
FDY50,OUT049,1444.2264549647816
FDD36,OUT013,1998.0012527837957
FDG57,OUT027,791.9370520477968
FDL21,OUT018,628.7391135954335
FDN16,OUT027,2892.6100569077116
FDJ09,OUT027,791.4008383497877
FDS01,OUT010,411.92804238815086
FDV33,OUT017,4221.018446419865
DRE12,OUT017,1933.86447577325
FDR07,OUT013,1544.4407231330583
FDP48,OUT010,423.4468005454279
NCB55,OUT035,917.5928372896512
FDQ08,OUT013,1039.6684128693964
FDR34,OUT035,3953.219646164409
FDO33,OUT046,1709.0641861945426
FDP13,OUT045,638.8757905957817
FDX12,OUT049,4067.614564859139
NCT06,OUT049,2667.8577682896134
FDR16,OUT019,551.9402956456705
FDE36,OUT046,2604.4928094599136
FDZ36,OUT049,3094.6119879254616
FDV13,OUT045,1445.2494952398756
NCZ17,OUT035,637.921425271854
FDU56,OUT045,3092.5322422225413
FDM09,OUT035,2824.059232399117
FDV02,OUT017,2866.532953168161
FDS34,OUT018,1851.8989815623397
FDA11,OUT049,1513.4227865779578
FDP09,OUT017,3403.3824116540195
FDB29,OUT027,2916.55092262972
FDT19,OUT017,2868.9607041712716
DRH15,OUT017,658.5521103560458
FDY38,OUT046,3903.589967246978
FDF14,OUT027,4162.921157806514
FDN48,OUT010,243.95262698857795
FDQ12,OUT013,3960.011972165349
NCJ43,OUT045,2868.9607041712716
FDE17,OUT019,371.9306788006489
FDB05,OUT035,4153.907105777935
FDH10,OUT045,3105.573995590601
NCR06,OUT017,648.0778289241402
FDU32,OUT018,2001.46682294807
FDD56,OUT049,2868.9607041712716
FDO36,OUT018,3053.6993138319103
FDH16,OUT010,237.30754445101155
FDX10,OUT018,611.8292722666232
FDZ37,OUT017,1445.2494952398756
FDU31,OUT010,551.9402956456705
DRC49,OUT049,2089.858303479276
FDL15,OUT045,2509.217653597835
FDN32,OUT019,506.5866399278923
DRH59,OUT027,1451.6789641983598
NCU29,OUT049,2492.947863126875
FDR37,OUT019,423.4468005454279
FDS14,OUT018,2557.9685633189893
FDU02,OUT027,5462.261029315192
FDJ08,OUT035,3105.573995590601
NCZ06,OUT045,4134.647882488383
FDO31,OUT049,1413.6756085432728
FDH31,OUT018,1551.4993532498954
FDS58,OUT017,2589.6263559496983
NCA53,OUT027,793.6235757308683
FDF50,OUT046,3115.803857744302
NCW42,OUT049,3590.1543366542887
NCQ17,OUT045,2542.8686879649044
FDK51,OUT018,4197.571319219577
NCW41,OUT010,398.48302952563847
NCR29,OUT017,913.3581044249804
FDB08,OUT019,398.48302952563847
FDA40,OUT027,2506.757366673878
FDL14,OUT018,2580.9396249597025
FDB47,OUT046,3377.5298335735133
FDO03,OUT035,3834.1173734705503
DRK13,OUT019,551.9402956456705
FDX13,OUT010,551.9402956456705
FDF52,OUT046,3092.5322422225413
FDT11,OUT013,3097.2867142580917
FDB08,OUT013,2592.8085517925215
FDQ28,OUT018,2542.8686879649044
FDD29,OUT045,4209.890926055393
NCQ29,OUT027,5471.362603549637
NCO02,OUT013,1197.6853085790963
FDR56,OUT010,551.9402956456705
NCM54,OUT049,2012.6062941508342
FDP51,OUT035,1941.6117485669183
FDT38,OUT013,1514.5792406289706
FDZ20,OUT018,4188.9898264548965
FDJ53,OUT013,2013.707045742032
FDX13,OUT049,4189.6231071606735
FDP58,OUT035,3503.9708508863055
NCK31,OUT019,295.2777150868132
FDA35,OUT018,2007.0848313337974
FDV37,OUT018,3145.9382081260155
NCO07,OUT027,5470.970811322239
FDA20,OUT045,3097.4996788451363
FDZ59,OUT035,2712.8599951157753
NCY17,OUT017,659.9582039937314
FDQ28,OUT035,2523.422331670197
FDV35,OUT017,2539.149231421951
FDQ36,OUT013,740.9364997823958
FDD34,OUT018,2604.4928094599136
FDK51,OUT045,4191.449088222434
FDV31,OUT035,2893.7209976808326
FDR04,OUT035,1520.1619316846184
FDR14,OUT049,934.4913596955431
DRC36,OUT010,409.4093759311161
FDE39,OUT019,269.215873916844
FDP57,OUT049,1575.963777297324
FDE57,OUT046,2089.858303479276
NCN18,OUT046,1704.0349188291889
NCQ05,OUT018,2495.496333789276
FDW47,OUT035,1992.3538168181421
FDV46,OUT035,2080.945464841446
NCP29,OUT045,1057.37369953492
FDE09,OUT018,1675.013580019672
NCU06,OUT027,5472.369256824418
FDT19,OUT010,409.4093759311161
DRF15,OUT017,2506.3855094362357
DRI51,OUT013,2757.4980702360267
NCX54,OUT013,1589.7319555686927
DRE01,OUT013,4027.80911579598
NCB07,OUT045,3108.653109323529
FDU50,OUT035,1933.86447577325
FDG40,OUT035,642.1277549446361
FDW10,OUT018,2891.794886147391
FDX51,OUT013,3106.726997790087
NCP17,OUT045,1068.7971210585968
FDP21,OUT035,3097.4996788451363
FDL04,OUT045,1575.963777297324
FDV23,OUT013,2016.6676992245673
FDF24,OUT046,1458.171644572328
FDH56,OUT027,2916.55092262972
FDB51,OUT049,1001.6010445063167
FDI58,OUT027,2818.570413105999
FDR20,OUT013,815.323254184513
FDC51,OUT018,2004.4274764306056
FDB16,OUT027,2505.993750692496
FDE40,OUT049,992.9579959010681
NCM17,OUT035,661.9866497597865
FDU56,OUT035,3094.6119879254616
FDS32,OUT019,276.14030994567247
FDX02,OUT049,3653.0918730996405
FDT39,OUT027,4264.841155741245
FDE35,OUT017,928.1908597704843
NCI42,OUT019,551.9402956456705
DRL23,OUT046,1578.0737979217668
FDA10,OUT046,2001.46682294807
FDA11,OUT013,1542.5157674230927
NCM06,OUT046,2539.149231421951
NCT05,OUT035,4226.336654911833
NCQ02,OUT010,508.2600923971457
NCY06,OUT049,2053.534112269918
FDY56,OUT035,3665.4979051885402
FDL02,OUT035,1575.963777297324
NCI06,OUT035,2940.088815075795
FDQ14,OUT045,2495.496333789276
FDQ12,OUT017,3827.0934735910646
FDP36,OUT046,757.5563314160785
FDK21,OUT027,5478.089949449575
FDO40,OUT045,2492.947863126875
NCK54,OUT019,268.2443775374423
FDY09,OUT018,2898.873777126236
NCW30,OUT049,4215.160478062297
NCC55,OUT027,742.2619674419277
FDE58,OUT018,1941.6117485669183
FDR39,OUT013,3092.6858763920195
FDU28,OUT049,3097.4996788451363
FDH08,OUT017,3815.514736998756
FDG35,OUT045,2893.7209976808326
FDG22,OUT049,673.8989545939803
FDC34,OUT035,2550.43331685916
FDP15,OUT018,4112.715536924928
FDK34,OUT010,551.9402956456705
FDU45,OUT035,1933.86447577325
FDQ04,OUT027,746.8288458138882
FDX22,OUT018,3390.753221950436
FDB45,OUT017,1571.3450238873097
NCH43,OUT027,5468.988375215131
DRE60,OUT046,3609.536016474619
FDD17,OUT027,5478.089949449575
NCM54,OUT017,2044.7679327358198
NCH55,OUT013,2057.0081555297816
NCT06,OUT017,2604.4928094599136
FDA48,OUT027,5462.261029315192
FDY58,OUT027,5470.970811322239
FDO25,OUT045,3397.0406742864698
FDN50,OUT045,1514.0557891724613
FDH35,OUT035,2604.4928094599136
FDK09,OUT045,3739.295342705909
FDO16,OUT013,1505.0672061404503
FDW11,OUT045,1071.9125770413484
FDU47,OUT027,2991.9456733913
NCQ42,OUT010,269.9738957382492
FDK55,OUT027,2560.751416286997
FDN08,OUT049,1933.86447577325
FDT57,OUT045,4056.0179171093037
FDJ12,OUT018,3375.29668105171
DRL59,OUT017,857.576113094407
NCN53,OUT046,704.2172226221793
FDO51,OUT010,252.90950375769188
FDK56,OUT017,3097.4996788451363
FDY12,OUT035,880.6993972624435
FDU15,OUT035,642.1277549446361
FDQ19,OUT046,4097.932772731318
DRF15,OUT045,2534.413481768387
DRE25,OUT019,244.98053114037427
FDK57,OUT018,1983.8393336681186
FDD33,OUT010,551.9402956456705
FDR34,OUT027,5470.970811322239
FDU04,OUT045,2001.46682294807
FDE35,OUT019,342.5727562729181
NCD31,OUT035,2604.4928094599136
